id,user,avaliation,former_employeer
183,Assistente de Assistente II,"Prós: Networking e pontualidade acredito serem os pontos fortes na cultura geral desta empresa. Desenvolvimento de idioma estrangeiro na prática também é muito favorável. Contras: Salário versus volume de trabalho. Valores não são condizentes com o volume de trabalho, dedicação e e diferenciação curricular exigidos pela empresa   ",False
184,Executivo de Vendas,"Prós: Estrutura física muito legal, após a inauguração do novo prédio da Avenida Braz Leme, número 1.000. O prédio é realmente diferente e muito bonito. Contras: Total falta de processos de negócios, apesar de se posicionar como empresa que vende tais soluções. No mesmo sentido, as pessoas “se livram” dos problemas passando-os adiante. Conselhos para presidência: Definição de processos e respeitar mais o cliente, dando suporte após a venda das soluções.   ",False
185,Analista de Suporte PL,"Prós: Oportunidade de crescimento profissional, galera agradável para se trabalhar. Oportunidade de crescimento profissional, galera agradável para se trabalhar Contras: RH muito distante dos funcionários, gestores também são muito distantes dos funcionários alocados no cliente, demora do RH para atender certas solicitações Conselhos para presidência: Melhorar a relação profissional e gestores que é muito distante quando os profissionais estão alocados em cliente   ",False
186,Analista de Sistemas Pleno,"Prós: Ambiente de trabalho descontraído, corpo técnico competente, oferece liberdade para desenvolvimento das atividades, incentiva a criatividade dos funcionários coordenadores participativos e integrado com a equipe. Contras: Pouco investimento no desenvolvimento técnico e humano dos funcionários, buscando no mercado técnicos com a competência que necessita e dispensando técnicos cuja competência não tenha mais interesse. Conselhos para presidência: Maior dedicação a retenção dos recursos humanos.   ",False
187,Analista de Suporte Técnico,"Prós: Empresa de grande nome, o que talvez influencie positivamente no inicio da carreira. Oportunidade de treinamentos globais positiva (quando disponibilizado tempo ao funcionario efetuar tais treinamentos) Contras: Empresa com uma gestão pessoal de novos funcionários muito precária. Além do salário MUITO abaixo da média, cobra deslocamentos exorbitantes sem nenhuma consideração para com o funcionário.   ",False
188,"Inside Sales - Ex-funcionário, saiu em 2016","Prós: Empresa muito jovem, com processos dinamicos, rapida, focada em atender bem os clientes. Os funcionarios de campo trabalham em Home Office, o que agiliza bastante o dia a dia. Contras: Falta um pouco de ideia de vender valor. Muito focada no transacional. Empresa que poderiam ter alguns processos mais rápidos. Vendem a meritocracia, mas existem muitas panelinhas. Conselhos para presidência: Ficar mais em vender valor. Desenvolver melhor a area de serviços. Desenvolver nuvem, que é algo extremamente embrionário e, na minha visão, e a chave para o futuro.   ",True
189,Analista de Negócios,"Prós: Tudo, ambiente, salário, beneficios, treinamentos Contras: Não há   ",False
190,Product Director,"Prós: Empresa com muitas oportunidades de remuneração e crescimento dentro da empresa, salários ótimos e horários flexiveis, o que ajuda bastanteee Contras: Nesse ambiente de trabalho, mais homens se interessam, e para as mulheres é muito difícil se encaixar e se sentir bem acolhida e confortável dentro da empresa.   ",False
191,Analista de Suporte Pleno,"Prós: Oportunidade de participar de bons projetos dependendo da sua experiência. Empresa de grande porte com boa organização e estrutura.Agrega ao conhecimento. Contras: A empresa é ótima para agregar experiência no CV pois tem varios clientes e participa de diversos projetos, porém ,se você está em um projeto e o mesmo acabar e não existir outra oportunidade , tem que ir pro mercado. No geral é boa   ",False
192,Solution Architect,"Prós: Empresa continua reconhecendo o funcionário que se empenha. Diretores com ideias inovadoras que incentivam a busca pelo conhecimento. Contato direto com gerência e diretoria. Boa convivência, horário flexível, bons benefícios, boa localização. Contras: Falta de plano de carreira e definições mais claras de o que se deve fazer em cada um dos cargos, deixando o funcionário sem uma diretiva para crescimento. Receita anual dependente de um único cliente. Apesar de ser um cliente estável e de bom relacionamento, causa uma pequena insegurança quanto ao futuro. Conselhos para presidência: Maior transparência quanto à forma de crescimento. Como não temos um plano de carreira, seria muito interessante que os funcionários soubessem o que devem fazer para seu crescimento profissional e evitaria ""teorias"" de como o processo funciona que, em muitos casos, desmotivam os funcionários.   ",False
193,Analista de Marketing,"Prós: A Empresa em si é a melhor para se trabalhar , paga muito bem, muitos benefícios, oportunidade de crescimento dentro da empresa , incentivos Contras: Gestão desmotiva os funcionários ...diminui o rendimento, muita pressão psicológica, trabalhar sem bater cartão, pra não dar hora extra , não tirar 30 dias de férias Conselhos para presidência: Conversar mais com a linha de frente ",False
194," - Ex-funcionário, saiu em 2018","Prós: Flexbilidade e um ótimo ambiente para trabalhar com tecnologias diversas e aprender, possibilidade de crescimento na empresa. Estrutura e organização são pontos fortes Contras: Não há itens para serem pontuados; com base na minha experiência. E pouco tempo atuando dentro do ambiente, para pontuar algo negativo, poder ser que com tempo haja uma outra visão.   ",True
195,Consultora de Vendas,"Prós: Oportunidade de crescimento para várias carreiras e ótimos salários, tendência em desenvolvimento e dinâmica com trabalho corporativo, sempre! Contras: Muita fofoca, muito puxa saco, gerência não trabalha por competência e sim por relações pessoais o que descaracteriza uma empresa que deveria ser somente profissional. Conselhos para presidência: Se demita   ",False
196,Gerente Comercial,"Prós: Empresa oferece muitos benefícios e plano de Crescimento. Excelente estrutura e condições para desempenhar seu trabalho. Gestores alinhados com as diretrizes da companhia. Contras: Ambiente de muita pressão. Indicadores são bastante cobrados e Reunioes diarias. Ambiente extremamente competitivo. Metas não alinhadas com a realidade de mercado.""",False
197,"Supervisor/Coordenador - Ex-funcionário, saiu em 2017","Prós: Empresa com ótimo ambiente, muitas pessoas prestativas, incentiva o trabalho em equipe e te proporciona um grande aprendizado. Para quem quer trabalhar com e-commerce, é a empresa ideal! Contras: Apesar de amar a empresa, acho que você fica muito tempo preso em uma função, sendo que lá dentro existem muitas áreas para explorar. Ficar em uma mesma função por muito tempo, dá uma desestimulada nos funcionários.   ",True
198,Analista de Marketing Pleno,"Prós: Empresa seria, ambiente agradável e travalham com incentivos aos funcionários. Muitos treinamentos são realizados e confraternizações. Boa empresa Contras: Nao existe a tão famoso e prometido planonde carreira. Dificilmente existe te alguma promoção, e sim processo seletivo externo, não dando assim oportunidade de crescimento aos profissionais   ",False
199,Consultor,"Prós: Flexibilidade é a melhor coisa na empresa. Você pode fazer seu horário, trabalhar de qualquer lugar, isso é maravilhoso. Mas a liderança ainda pergunta “onde você está?” Contras: Life balance, overtime diário sem hora extra, compensação só quando projeto acaba é mesmo assim é uma briga conseguir 1 dia. Seu propósito nem sempre é visto de maneira positiva, bem diferente do discurso de diversidade. Você pode colocar seu ponto de vista, mas não serve pra nada na prática. A Liderança não é admirada. Conselhos para presidência: Boa parte da liderança ainda quer que você trabalhe como ele fez pra subir na carreira, mas minha aspiração nem de longe é ser alguém igual a ele.   ",False
200,Analista de Suporte Atendimento,"Prós: Adquirir experiência e conhecimento. Realocação em demais projetos, caso o projeto em que esteja trabalhando acabe. Possibilidade de mudar de estado. Contras: Muita sobrecarga de atividades. Gerenciamento de projetos e atividades ineficaz. Prazos apertados que são impostos sem parâmetros ou métricas de definição.   ",False
201,"Analista Administrativo - Ex-funcionário, saiu em 2011","Prós: Oportunidades de aprendizado e desenvolvimento de carreira constantes. Benefícios são um diferencial em comparação com o mercado. Plano de carreira a longo prazo. Contras: O salário é bem abaixo do mercado e há uma tentativa de compensação com os benefícios, que são bons, mas não compensam. Dificuldade em trocar de projeto. Conselhos para presidência: Remuneração compatível com o mercado e fazer os valores da empresa valerem longe da sede (projetos e clientes)   ",True
202,Analista de Negócios I,"Prós: Ótimos relacionamentos, equipes top performance, ambiente agradável, software de grande penetração no mercado, boa reputação e executivos de visão estratégica. Contras: Estrutura de negócio em construção, gestão do conhecimento ainda embrionária para uma empresa deste porte, o que deveria ser um diferencial e acelerador, acabava em frustração para o cliente.   ",False
203,Técnico de Redes Pleno,"Prós: Bom ambiente de trabalho, Café da manhã, bons gestores que ouvem e dão feedbacks sobre sua conduta que ajuda sempre a melhorar o trabalho e evoluir Contras: Nenhum plano de carreira, se você entrar como Help Desk ou Service Desk, vai ficar assim por um bom tempo, a não ser que consiga entrar em um novo projeto com um salario melhor e beneficios melhores, porque se for para evoluir la dentro, so se virar amigo do chefe   ",False
204,Analista de de Processos,"Prós: Por esse uma empresa multinacional acaba agregando valor ao currículo do funcionário, o funcionário tem a oportunidade de se desenvolver.... Contras: Falta de plano de carreira profissional, falta de benefícios mais abrangentes que poderiam ser adicionados na carreira do colaborador.......   ",False
205,Estagiário,"Prós: Total liberdade ao funcionário, ambiente típico do vale do silício. Benefícios muito interessantes como cursos de graça e descontos em produtos de empresas parceiras. Contras: A média salarial se encontra um pouco abaixo do valor ofetecido por outras empresas no mercado. A empresa perde ótimos profissionais devido à esse problema. Conselhos para presidência: Media salarial um pouco abaixo do mercado, o que absorve alguns ótimos profissionais para outras empresas.   ",False
206,Inside Product Specialist,"Prós: empresa muito boa........................................................................................................................... Contras: nenhum..................................................................................................................................................... Conselhos para presidência: muito boa empresa""",False
207,Analista de Testes Pleno,"Prós: Salários e benefícios em dia, salário um pouco acima da média do mercado em Recife, local de trabalho seguro e bem localizado, flexível no horário, local amigável de se trabalhar. Contras: Muita cobrança por projetos vendidos com prazos curtos, horas extras em excesso, não tem reconhecimento, não existe plano de carreira, só existe reconhecimento se cobrar ou tiver proposta de outra empresa. Conselhos para presidência: Reconhecer primeiro os mais antigos antes de contratar alguém com cargos acima de quem já rala a bastante tempo e não é reconhecido   ",False
208,Channel Manager,"Prós: Empresa multinacional com muitas oportunidades. Existe uma infinidade de oportunidades, mas, como toda empresa grande, é necessário correr atrás para conseguir crescer. Self-service ao extremo, facilita muito a vida por não precisar de muita burocracia para resolver coisas simples, como reserva de viagem! Contras: Às vezes falta coordenação entre os times. Algumas oportunidades surgem entre dois times distintos e estes não conversam entre si! Aquilo que poderia ser um grande contrato acaba sendo dividido em contratos menores ou então ocorre uma competição interna!   ",False
209,Especialista de Sistemas,"Prós: Processos estruturados e bem definidos, assume bem o papel de consultoria , salario compativel com o mercado, possui muitos clientes no mercado nacional. Contras: Ainda não possui a pegada necessária para o novo momento da área de tecnologia, foco em inovação deveria ser a palavra chave, modelo hierarquico com aqueles gerentes que só ficam simulando nos clientes, Conselhos para presidência: Investir em treinamentos, melhorar os benefícios, eles estão muito a baixo das demais consultorias   ",False
210,Solution Architect,"Prós: Pontes nos feriados locais, oferecimento de frutas na parte da manhã. Ambiente de trabalho amigável, com horários flexíveis e equipe engajada. Contras: Muitas horas extras, sendo que muitas vezes não se tem escolha de não fazer. Não há uma separação clara de atividades entre as equipes e de responsabilidades entre os cargos. Conselhos para presidência: Deve trabalhar a igualdade entre todos, principalmente entre as filiais. Se organizar melhor nos planejamentos e execuções das atividades, além de retribuir mais ao desempenho dos funcionários (para isso será necessário maiores fiscalizações e análises para não continuar com a cultura de promoções baseadas em interesses pessoais dos cargos de chefes)   ",False
211,Consultor,"Prós: Bons benefícios, recebo um vale alimentação de R$ 726,00 e um ótimo plano de saúde. A comissão também é muito boa. Gosto que a minha comissão é somada ao meu salário base, ou seja recebo os 2.. diferente de alguns lugares que recebe só a comissão. Contras: Bastante pressão, por parte dos clientes, e gestores em relação as metas. Telecom você deve estar ciente que terá que resolver problemas cinstantemente.",False
212,Funcionário,"Prós: Liberdade para atuação técnica, oportunidades de cargos em outras localidades, cursos gratuitos através de plataforma própria online e parceiras. Contras: Muito burocrática, possui um RH que não funciona, benefícios oferecidos no limite da convenção coletiva, alteração de salário ocorre muito tempo depois da promoção, liderança distante, descaso com colaboradores alocados em clientes.   ",False
213,"Atendimento Call Center - Ex-funcionário, saiu em 2019","Prós: Bons benéficos , e pagam creche também , tem celular com uma linha de crédito , refeito, é uma empresa grande tem ginástica , varias áreas pra funcionário Contras: Muito serviço e tem que vender produtos , trabalha de sábado à domingo uma folga semanal e tbm trabalha em feriados inclusive ano novo , mas tem folga no aniversário Conselhos para presidência: É legal entra como aprendiz   ",True
214,"Promotora de Vendas - Ex-funcionário, saiu em 2019","Prós: Empresa muito boa, plano de carreira e benefícios e salário muito bom. Ambiente de trabalho bem legal. Eu gostei muito de trabalhar nessa empresa. Contras: Muita cobranças, devido a empresa terceirizar muita área isso dificulta um pouco mais no dia a dia. Sistema Sempre parando, para baixar um serviço às vezes demorava muito. Conselhos para presidência: Sem sugestão   ",True
215," - Ex-funcionário, saiu em 2017","Prós: Colegas de trabalhos excelentes com conhecimentos sólidos sabem o que faz, boa estrutura, boa localidade com excelentes equipamentos e liberdade para escolha de novas tecnologias Contras: Má gestão, falta de crescimento na parte de T.I, outras áreas você vê pessoas mudando de cargo, mas no ti se você entra com um carga, ficará neste cargo até que saia Conselhos para presidência: Reconhecer mais seus funcionários, não são mero piões como muitos acham, sem eles a empresa não andaria   ",True
216,Agente de Atendimento e-Mail,"Prós: Oportunidade e diversidade. . Contras: Novo prédio próprio ainda não concluído, mais está em fase de conclusão. . Conselhos para presidência: O que não mudam são as mudanças.   ",False
217,"Assessor - Ex-funcionário, saiu em 2010","Prós: Oportunidade de crescimento e aprendizado, tive a oportunidade de trabalhar por 5 anos e pra mim foi a melhor empresa até começo de 2013, depois disso a empresa mudou completamente. Contras: por mais que aleguei oportunidade de crescimento, posso afirmar que foram para meus colegas, pois para mim, fiquei na promessa de terminar a faculdade para conseguir subir e depois me pediram experiencia na área! fora que quando entrei me ""venderam"" um programa chamado (conheça outra área) que no qual sempre tentei entrar e nunca fui chamada. Conselhos para presidência: teve uma vez que o gerente geral fez uma reunião e ele perguntou se queríamos dinheiro ou descanso. TODOS pediram descanso, porque teve um período em que estávamos exaustos de tanto fazer hora extra. Hoje creio que esse problema já tenha sido solucionado. mas gostaria de pedir para que eles olhassem para os profissionais que acabaram fazendo cursos, faculdades etc na esperança de ter um cargo melhor e que não foi aproveitado simplesmente por não ter experiência, sendo que passei a faculdade inteira dentro da empresa tentando uma oportunidade no que estava estudando.   ",True
218,"Analista Programador - Ex-funcionário, saiu em 2011","Prós: Conexão com o que existe de mais moderno, em termos de tecnologia, para atender as necessidades das maiores empresas do Brasil. Liderença executiva com muita experiência e acesso executivo nos clientes. Contras: Complexidade e falta de agilidade para trabalhar projetos pequenos (< 1M USD) e com empresas fora da lista das 100 maiores no Brasil. O mercado muitas vezes não conhece o portifolio de serviços da Accenture ou já teve uma experiência negativa. Conselhos para presidência: Diminuir a complexidade dos processos internos, diferenciando os mesmos para projetos pequenos, médios e grandes.   ",True
219,Estagiário A,"Prós: Ótima valorização dos colaboradores nas matrizes (Jaguariúna, Orbitall, São Leopoldo). Sistema de comunicação eficiente. Sistema de atendimento ao Service Desk e RH fáceis. Contras: Para colaboradores remotos alocados em Clientes não é dada nenhum reconhecimento, onde a taxa de realocação é alta por esse motivo, como se fosse ferramentas substituíveis. Apenas recebemos o básico, de salário e benefícios. Conselhos para presidência: Todos os funcionários devem ter uma mesma tratativa, todos alocados em clientes são separados de eventos, carreira, benefícios, esquecidos. Sendo que quando insatisfeitos e desmotivados é recebido um convite da gestão para largar e conseguir algo melhor, realmente sem esperança de receber o total valor da empresa.   ",False
220,"Vendedor Comercial Interno - Ex-funcionário, saiu em 2016","Prós: Gosto da visao da empresa e da quantidade de materias que ela disponibiliza para o aprendizado do contribuinte, nao só para sua vida profissional mas também pessoal. Você aprende a aprender. Contras: Muitos não compartilham a visão da empresa, inclusive sua Gestão. A empresa prega uma coisa que não esta sendo acompanhada por seus proprios gestores, gerando perda de grandes talentos. Seja pela retenção prolongada dos mesmo em um cargo como pela insistência em vagas preenchidas por funcionários que não possuem o perfil da vaga. Conselhos para presidência: Pensem melhor em toda a experiência de usuário do proprio funcionário... Da contratação à saida. E também em quem irá gerir... Será que os gestores/executivos falam o que seus funcionarios realmente pensam ou só o que seus superiores querem ouvir? Tenham coragem para enfrentar seus medos, não só por vocês mas também por aqueles que os seguem!   ",True
221,Analista de Suporte Júnior,"Prós: Empresa com inúmeras benefícios e chances de crescimento, dando liberdade ao participante buscar novas áreas para novas experiências, job rotation. Contras: As vezes a comunicação é um pouco lenta, quando a decisão fica até ao terceiro nível a partir de você é rapido, mais que issi demora os retornos. Principalmente quando são sites diferentes, creio que exista um excesso de formalidades para solicitar apoio de um colega de trabalho.   ",False
222,Desenvolvedor Pleno,"Prós: Clima organizacional é um diferencial considerável da Algar, onde você tem espaço para trabalhar e autonomia nas decisões que afetam diretamente a companhia. Contras: Plano de carreira não é bem desenhado e bem executado. A promotabilidade depende do envolvimento com alta gestão e não necessariamente meritocracia.   ",False
223,Agente de Atendimento,"Prós: Possui bons beneficios como vale alimentação, vaga de estacionamento, linhas de fretado para a maioria das regiões (em São Paulo) e grandes contratos. Contras: Não tem plano de carreira e para se manter, precisa literalmente ser ""amigo"" do superior imediato. Caso contrário, o risco de ser demitido (independente de desempenho) é grande. Conselhos para presidência: Rever processos de gestão de pessoas, para que a empresa sempre tenha os melhores profissionais a disposição. Caso contrário, a empresa acaba ficando com os piores profissionais e acaba impactando projetos!   ",False
224,"Técnico de Suporte III - Ex-funcionário, saiu em 2015","Prós: flexibilidade de horario; plano de certificação e reembolso; bonus em projetos; avaliações todos os anos; lugar confortável de boa infra para se trabalhar. Contras: promoções aos funcionários são raras; não há acompanhamento da carreira (apenas no papel); as avaliações são mera burocracia; em muitos anos de trabalho, o unico aumento salarial que tive foi devido ao dissidio e não foi por falta de conversas. Conselhos para presidência: Valorizar melhor os funcionários criando um plano de carreira efetivo no Brasil.   ",True
225,"Estagiário - Ex-funcionário, saiu em 2017","Prós: Salário atrativo,transporte confortável, ambientes de descanso. Logo qd entrei gostava muito,mas depois vc percebe que ñ tem chance de crescimento na empresa. Contras: Ñ tem plano de crescimento de funcionário, preferem contratar novos do que dar chance de crescimento a atuais funcionários. Treinam para vc ""tapar buraco""mas ñ te dão chance de crescer. Conselhos para presidência: Dar oportunidades aos atuais funcionários. ",True
226,Analista de Sistemas Júnior,"Prós: Ótimo ambiente de trabalho, empresa que busca cada vez mais fazer com que seus funcionários se sinto mais motivados e que trabalhem com processos mais práticos. Muitos benefícios, reconhecimentos e salário de acordo com o mercado. Contras: É muito difícil um empregado conseguir uma vaga para trabalhar em outro setor dentro da empresa. Possui muitos processos ""engessados"", mas que estão melhorando com o decorrer do tempo e das gestões. Conselhos para presidência: Utilizar um pouco da metodologia ""Google"" de ambiente de trabalho seria um grande diferencial, visto que a filial de Manaus já possui um pouco disso, porém a de Joinville não.   ",False
227,Consulting Practice Manager,"Prós: Salário acima da média para o mercado, ótimos benefícios de planos de saúde e odontológico. Raramente se encontra algumas pessoas que são verdadeiros lideres que te inspiram. Contras: Em via de regra é uma empresa extremamente política em que nem todos os cargos possuem uma definição clara de responsabilidades, metas e plano de carreira, que nem se quer no papel existe. Pessoas muitas vezes são avaliadas apenas por números o que cria um senso de incapacidade intelectual e emocional dos gerentes que raramente são promovidos dentro da empresa, já que isso cria um sentimento de ""cada um por si"". Conselhos para presidência: Ter outras formas de se avaliar o funcionário, pois do jeito atual faz com que grandes talentos fujam para outras empresas e estabelecer planos de carreira para fornecer um horizonte de onde se pode chegar dentro da empresa.   ",False
228,Analista Desenvolvedor de Sistemas Júnior,"Prós: Consultoria com projetos em clientes grandes, o que pode ser um motivador para iniciantes na carreira, pois ttabalham com tecnologias mais modernas Contras: A questão do plano de saúde que é cobrado integral para dependentes, o que para pessoas mais novas não é um problema, para funcionários experientes e com família é um fator que pesa no orçamento. Poderiam rever essa política   ",False
229,Desenvolvedor de Software Júnior,"Prós: Flexibilidade, estabilidade, dinamismo, bons benefícios. . Contras: falta de estrutura na cadeia de comando, e controle dos fumatórios treinamento e capacitação, e fluxo de informações e de feedback para funcionários e clientes.   ",False
230,"Vendedor Comercial - Ex-funcionário, saiu em 2016","Prós: Na minha área atual tenho muita flexibilidade em horário e local de trabalho. Faço home office 1 vez por semana porém se precisar posso trabalhar outros dias de casa ou de um outro prédio mais próximo. Salário pago em dia Contras: Nunca recebi um feedback, gestores despreparados, só se preocupam em mostrar resultado para a diretoria. Sem reconhecimento e promoções são muito difíceis. Conselhos para presidência: A empresa deixou de valorizar os funcionários, os benefícios estão acabando e com isso os bons funcionários estão saindo cada vez mais. Gestores péssimos, só se importam em mostrar resultado para diretoria. Muitos processos arcaicos e mudanças de estrutura frequentes que acabam sempre trazendo mais bagunça do que beneficios para as áreas.",True
231,"Jovem Aprendiz - Ex-funcionário, saiu em 2017","Prós: Não atrasa o pagamento, tem vários produtos, o rh é rapido, a empresa é bem localizada no municipio de guarulhos, tem caixa eletronico dentro da empresa Contras: Não tem expectativa de crescimento, supervisores despreparados, te tratam mal, gritam com voce, as metas são irreais, a empresa faz tudo para voce nção ganhar a comissão.   ",True
232,Funcionário,"Prós: Trata seus funcionários muito bem e não deixa nada a desejar. Empresa de respeito e tem total compromisso com clientes e funcionários. Estão de parabéns Contras: Não tem nenhum ponto negativo. v. .""",False
233,Técnico de Head-end,"Prós: Bons benefícios assistências médicas e odontológica participação nos lucros vales refeição e alimentação apesar de estar em reestruturação não tenho reclamações Contras: Estrutura organizacional fraca é regida pelo conceito de quem tem mais tempo de casa e promovido o que nos dias de hoje não viável, temos ótimos profissionais com pouco tempo de empresa Conselhos para presidência: Avaliem melhor as pessoas indicadas para os cargos de gestão   ",False
234,"Atendente de SAC - Ex-funcionário, saiu em 2018","Prós: A empresa da oportunidade de crescimento , o horario é muito bom pois sé turno e o funcionario recebe desconto quando compra nas lojas americanas Contras: Quando trabalhei la pagavam pouco levando em conta o trabalho pesado e nao tinha muitos beneficios ,as vezes demoravam a pagar as horas exras Conselhos para presidência: Aumentem o salario   ",True
235,"Coordenador de Tesouraria - Ex-funcionário, saiu em 2018","Prós: Embora a empresa visa resultados, ela oferece ferramentas para o trabalho. Oferece um bom salario fixo e uma boa comissao Oferece tambem otimos beneficios Contras: Cobrança por resultados e a nao contratação de ex funcionarios o funcionario é apenas um numero porem gostaria de ser novamete um numero na Nextel   ",True
236,Consultor,"Prós: Bom ambiente pra aprendizado, uma empresa que te ensina a ser multiskill e ambiente globalizado que te põe em contato com o mundo inteiro alem de ótimo plano de saúde Contras: Salário baixo, alta carga de trabalho, vale alimentação baixo para a região onde o escritório está instalado, poderia ter algum incentivo para estudos   ",False
237,"Engenheiro de Equipamentos Júnior - Ex-funcionário, saiu em 2016","Prós: Quase nada é positivo na empresa. Mas, a empresa é bem localizada e conta com uma infraestrutura aceitável para o dia-a-dia de trabalho. Mas é somente isso. Contras: Baixa remuneração para o tanto de trabalho e responsabilidade. Falta de treinamento e capacitação para os funcionários. Plano de carreira inexistente. Conselhos para presidência: Pensem na qualidade de vida dos seus funcionários.   ",True
238,Analista Desenvolvedor Pleno,"Prós: Beneficios da empresa são excelentes, principalmente Vida Link e Previdencia e plano de saude. Oportunidade de realizar uma vasta lista de treinamentos, para se desenvolver na sua area ou em uma nova dentro da empresa. Oportunidade de carreira. Contras: Muitos gerentes despreparados o que faz desanimar as vezes no dia a dia, mas depente de cada area. Nos ultimos anos houve uma redução no quadro de funcionarios, e com isso houve sobrecarga de trabalho, muitas horas extras, que a maioria acabam virando banco de horas.   ",False
239,Scrum Master,"Prós: Ambiente agradável com pessoas boas para se trabalhar junto. A infraestutura da sede é nova e moderna. O contato constante com clientes possibilita um grande crescimento profissional. Contras: O salários e benefícios são pouco competitivos em relação ao mercado. A empresa está em constante mudança de estrutura devido a suas mudanças de estratégia.""",False
240,Analista de Suporte Júnior,"Prós: Tudo é muito bom na Algar! Tem pontos a melhorar porem é muito boa de se trabalhar! Contras: O salario poderia ser um pouco melhor, os líderes tem pouca experiência e geralmente não dao conta do recado!   ",False
241,Analista de Sistemas Júnior,"Prós: Uma grande empresa com cliebtes grandes e comum ótima equipe técnica. É um ótimo ambiente para se aprender bastante sobre as normas ITO e eata com uma forte expansão na área de cable. Contras: A empresa perde diversos talentos promissores pela falta de reconhecimento adequado dos funcionários e uma falta de conhecimento técnico por parte da gerência.""",False
242,"Analista de Atendimento - Ex-funcionário, saiu em 2015","Prós: Muitas áreas na empresa, muitas unidades e muitos cliente, podendo mudar de clientes pra tentar ficar mais perto de casa. Contras: A empresa não liga muito para seus clientes, o RH é muito bagunçado, falei que necessitava de dois vales transportes para ficar um pouco mais fácil de ir para a empresa, eles não deram, me deram só 1 e fizeram uma rota bem mais longe mas que eles acham melhor para economizar. Conselhos para presidência: A cultura da empresa é muito arcaica, tentem mudar um pouco.   ",True
243,Analista de Marketing,"Prós: Cultura organizacional muito boa, ambiente de respeito mútuo -- Contras: Longe do centro (Eldorado do Sul) - equilíbrio ruim entre vida profissional e pessoal   ",False
244,Gerente de Projetos (GP),"Prós: Ambiente de trabalho amigável e empresa de abrangência nacional. Possibilidade de acrescentar conhecimento de diversos setores do varejo e áreas. Contras: O não reconhecimento do trabalho de alguns colaboradores é desanimador. Setores importantes da empresa como RH e Departamento pessoal são desorganizados e deixam muito a desejar""",False
245,"Project Manager - Ex-funcionário, saiu em 2017","Prós: Qualidade de vida, flexibilidade, ótimos benefícios, ótimo ambiente de trabalho, possibilidade de crescimento na carreira. A empresa ainda investe nos funcionários com muitos treinamentos. Contras: Nenhum ponto negativo até o momento. Como a minha área tem uma grande flexibilidade de horário, temos um plano de carreira, ótimos benefícios não há nada que desabone a empresa.   ",True
246,Analista Programador Sênior,"Prós: Empresa boa para estágios, possui cursos internos e equipe disposta a ensinar e passar conhecimento. Alguns momentos de comemoração e interação entre funcionários de outros setores. Horários de trabalho flexíveis. Parcerias. Contras: Localização da matriz longe da região central. Salário de estágio abaixo da média em relação a outras empresas. Valor do vale refeição um pouco fora do valor dos restaurantes da região.   ",False
247,Assistente Técnico de Manutenção,"Prós: Ambiente de trabalho, organização da empresa, home office, flexibilidade de horários, salario de inicio de carreira Contras: Plano de carreira, trabalho de feedback das equipes, planejamento dos projetos, excesso de gastos, lentidão nas decisões. ",False
248,Analista Pleno,"Prós: Benefícios do trabalhador, plano de saúde bom, mobility para os funcionários, acompanhamento gestante, refeição e alimentação bons... Linha funcional Contras: Meu chefe, sendo extensão executiva da empresa, está aquém do que a telefônica está caracterizando como líder ideal. Extremamente inseguro e autoritario",False
249,Funcionário,"Prós: Empresa sólida no mercado nacional e na América Latina, com preocupação na carreira do empregado, sempre oferecendo cursos para a melhoria profissional. Contras: Política de Remuneração variável, pois a empresa faz uma divisão de lucros muitissimo baixa, não chegando a 1 salário por ano, e pelo tamanho da empresa acredito que poderia ser melhor.   ",False
250,Supervisor de Loja,"Prós: Pontualidade salarios Mas inventei um milhão de motivos para na pagar comissão. Cada mês uma desculpa diferente. Mudam constantemente as tabelas de comissionamento. Contras: Promete premiacoes é não cumpri quando atingimos metas...................... Não temos treinamentos com profissionais qualificados.Tem que aprender mexendo no sistema. Conselhos para presidência: Serem honestos com os contratados""",False
251,Assistente Cop,"Prós: Seus funcionários, ambiente de trabalho , seus planos para os funcionários , suas instalações , sua segurança e cuidado com seus funcionários , cuidado com a saúde. Contras: Dificuldade para se cadastrar , para trabalhar na empresa claro , não é divulgado qual empresa , contrata para empresa claro , ou agência que faz a contratação. Conselhos para presidência: Conhecer seus funcionários.   ",False
252,"IT Manager - Ex-funcionário, saiu em 2018","Prós: Uma empresa que tem como unica vantagem descontos para funcionarios em produtos adquiridos nos sites da mesma Contras: Política da empresa nao cumpre com o prometido. Passei por três setores através de promoções e nao obtive mudança de registro em carteira muoto menos aumento salarial Conselhos para presidência: Mudança na politica de salarios da empresa.""",True
253,Analista de Atendimento ao Cliente,"Prós: Habiente de trabalho, remuneração salarial, gestão efetiva, bom lugar para aprender outros serviços, estabilidade, benefício ótimos e nunca deixou de pagar que é correto. Contras: Único ponto negativo e a localidade, porém já me acostumei com tal trajeto que não vejo hoje como um grande incômodo, haja visto que o incômodo mesmo e nosso meio de transporte. Conselhos para presidência: Continue assim.   ",False
